speckle_std,pixel,S1,S2,S3,S4,S5,S6,multi
0.05,0.003907587709363724,9.960865665448182e-05,0.00015231728428375388,0.00010076101829383786,6.442733233029684e-05,4.9795855778711465e-05,4.1226099557434286e-05,3.94394283127042e-05
0.1,0.007801260728774652,0.00019906862237348833,0.0003022472430984634,0.0002003068664066632,0.00012781425650700836,9.897780809069446e-05,8.245309486198948e-05,7.89348404111934e-05
0.15,0.01162204759202723,0.00029730467472290913,0.00044278497988443634,0.000296097442884502,0.00019326001251442903,0.00015024969360410978,0.00012577333837953119,0.00012040182533326058
0.2,0.015446107604657297,0.0003981367792903256,0.0005856274791767646,0.00039329103626641884,0.0002504958424708547,0.0001932653079904867,0.00016042682613033325,0.00015350976379409074
0.25,0.019168067637292553,0.0004965611123793678,0.0007199869968644634,0.0004846018810781059,0.000312975646590985,0.0002427978737273406,0.00020218487919123623,0.00019351255669448623
