speckle_std,pixel,S1,S2,S3,S4,S5,S6,multi
0.05,0.003912256583680573,9.97176673223521e-05,0.00015247615743874124,0.00010086456316003023,6.449248644031514e-05,4.9843929112114445e-05,4.12663527015411e-05,3.9478124983816086e-05
0.1,0.00783758787329134,0.0001998751712164904,0.00030346238761467257,0.00020107988769382248,0.00012827194065607726,9.931808695853305e-05,8.271846798919567e-05,7.918801647974761e-05
0.15,0.011742412705280009,0.0003000491672992212,0.00044683115779662317,0.00029870716280129274,0.00019487706852032717,0.00015145701863730207,0.0001267369597968582,0.00012132130581505863
0.2,0.015728080928602145,0.0004046406920906519,0.0005949250717094402,0.000399333662630852,0.000254129711618134,0.00019594701419691776,0.0001625752196275698,0.00015555916135667758
0.25,0.01971916180082189,0.0005093183541589497,0.0007378431490906222,0.0004961642124612809,0.0003199415511403458,0.0002478649397914979,0.00020621472248762984,0.00019735859466436516
