path,pixel,S1,S2,S3,S4,S5,S6,multi
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10000_16034_179_26_vh.jpg,0.03314775265753269,0.0009458028886001557,0.0012414357042871416,0.0008270436490420252,0.0005636025161948055,0.00046506601211149246,0.00039294396701734514,0.00037766915193060413
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10000_16034_179_26_vv.jpg,0.037789315730333325,0.0010749821783974766,0.0013815935817547143,0.0009211399068590253,0.0006017357751261443,0.00047885755775496365,0.00040933936834335326,0.000392588198883459
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10004_2630_133_19_vh.jpg,0.051341235637664795,0.0015759869944304227,0.00188800758915022,0.0012099804589524865,0.0007478122599422932,0.0005533672316232696,0.0004421510471729562,0.00042490116320550444
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10004_2630_133_19_vv.jpg,0.04414805136620999,0.001358857483137399,0.001734136592131108,0.001115656760521233,0.0006569555494934321,0.00046834342647343873,0.0003779244812903926,0.0003631010215030983
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10006_11771_159_23_vh.jpg,0.04859885275363922,0.0013222774141468108,0.001613356510642916,0.001081222342327237,0.000693451485130936,0.0005248161382041871,0.00044685497123282404,0.00042385961569380015
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10006_11771_159_23_vv.jpg,0.03765381723642349,0.0010058201209176333,0.0013031450798735023,0.0008700071019120514,0.0006216171459527686,0.0005253463459666818,0.00047245057940017434,0.0004527978890109807
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10011_15735_85_15_vh.jpg,0.11574508026242256,0.0028367134043946864,0.003443577536381781,0.0024408196564763784,0.001546263403724879,0.0011678645678330213,0.0009591010108124465,0.0009179143351502716
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10011_15735_85_15_vv.jpg,0.14132144302129745,0.003339375741779804,0.004090797225944698,0.002891393331810832,0.0018744641682133078,0.0013910626759752632,0.0010916657338384539,0.0010468408057931811
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10015_4503_145_23_vh.jpg,0.01906506288796663,0.0005913468135986477,0.0007531997980549932,0.0004929474031087011,0.00030151676619425414,0.0002309511837665923,0.00019597579957917333,0.00018673091690288857
D:\2023_SARatrX_1\Pre-Train Data\500K\186K_notest\186K_notest\10015_4503_145_23_vv.jpg,0.018475379422307016,0.0005734722886700183,0.0007645638601388782,0.0004972436232492328,0.0003081597271375358,0.00023272932594409212,0.00019013886048924178,0.00018317659269087016
